valid_species_id,family,operational_genus,species,species_authority,operational_feeding,operational_fixation,operational_mobility,operational_substrate,bathymetry_min,operational_bathymetry_min,size,range_SST_Huang
100153,Arcidae,Potiarca,senegalensis,(Gmelin 1791),suspension,attached,mobile,infaunal,0,0,27.9821371592664,11.92624927
100155,Arcidae,Potiarca,subglobosa,(Dunker in Kobelt 1891),suspension,attached,mobile,infaunal,17,17,31.8841653489628,12.22768448
102583,Arcidae,Pseudoporterius,aleutica,Kamenev 2007,suspension,attached,immobile,infaunal,70,70,18.7616630392937,9.231374059
100185,Arcidae,Rasia,emarginata,(Sowerby 1833),suspension,attached,mobile,epifaunal,0,0,37.0391684571887,15.88000044
100186,Arcidae,Rasia,formosa,(Sowerby 1833),suspension,attached,mobile,epifaunal,5,5,91.8351784448639,15.84157504
110339,Arcidae,Samacar,kurilensis,Kamenev 2007,suspension,attached,immobile,infaunal,170,170,14.8842198317547,11.494817519
102584,Arcidae,Samacar,strabo,(Hedley 1915),suspension,attached,immobile,infaunal,100,100,12,32.627575601
100361,Arcidae,Savignyarca,legumen,(Lamy 1907),suspension,attached,mobile,epifaunal,0,0,33.8230690505755,8.8525456
100367,Arcidae,Savignyarca,obliquata,(Wood 1828),suspension,attached,mobile,epifaunal,NA,5,38.7298334620742,20.68132576
110336,Arcidae,Savignyarca,scanzon,Iredale 1939,suspension,attached,mobile,epifaunal,0,0,32.4607455244022,13.52833334
100381,Arcidae,Savignyarca,virescens,(Reeve 1844),suspension,attached,mobile,epifaunal,0,0,38.8329756778952,30.20290478
112532,Arcidae,Scapharca,aliena,(Iredale 1939),suspension,attached,immobile,infaunal,NA,NA,71.8888030224457,11.40082268
112377,Arcidae,Scapharca,ambigua,(Reeve 1844),suspension,attached,immobile,infaunal,36,36,40.0749298190278,16.08494469
100188,Arcidae,Scapharca,broughtonii,(Schrenck 1867),suspension,attached,immobile,infaunal,2,2,111.283421945948,35.130334242
100189,Arcidae,Scapharca,cepoides,(Reeve 1844),suspension,attached,immobile,infaunal,10,10,84.9588135510378,15.78059592
100190,Arcidae,Scapharca,compacta,(Reeve 1844),suspension,attached,immobile,infaunal,26,26,25.9229627936314,4.60305356
100165,Arcidae,Scapharca,cornea,(Reeve 1844),suspension,attached,immobile,infaunal,0,0,38.8844441904472,17.0319202
112841,Arcidae,Scapharca,disparilis,(Reeve 1844),suspension,attached,immobile,infaunal,20,20,87.858522637249,12.42277801
112370,Arcidae,Scapharca,globosa,(Reeve 1844),suspension,attached,immobile,infaunal,5,5,72.1110255092798,31.235597395
100193,Arcidae,Scapharca,guangdongensis,"(Bernard, Cai & Morton 1993)",suspension,attached,immobile,infaunal,1,1,34.322004603461,21.118122696
100195,Arcidae,Scapharca,hyphalopilema,Campbell 1962,suspension,attached,immobile,infaunal,60,60,81.0265388622765,14.49458329
100196,Arcidae,Scapharca,inaequivalvis,(Bruguiere 1789),suspension,attached,immobile,infaunal,0,0,96.7078073373603,15.75297852
100197,Arcidae,Scapharca,indica,(Gmelin 1791),suspension,attached,immobile,infaunal,0,0,48.8998977504043,32.627575601
100198,Arcidae,Scapharca,jurata,Iredale 1939,suspension,attached,immobile,infaunal,NA,5,31.9233456893227,8.66558535
100199,Arcidae,Scapharca,kafanovi,Lutaenko 1993,suspension,attached,immobile,infaunal,NA,NA,55.9449729645122,19.11884612
100200,Arcidae,Scapharca,kagoshimensis,(Tokunaga 1906),suspension,attached,immobile,infaunal,0,0,77.9134134793233,31.201091862
100201,Arcidae,Scapharca,labiosa,(Sowerby 1833),suspension,attached,immobile,infaunal,20,20,50.2533580967481,12.20895835
112981,Arcidae,Scapharca,n.sp. 2,of Huber 2010,suspension,attached,immobile,infaunal,NA,NA,142.828568570857,17.21471834
100204,Arcidae,Scapharca,natalensis,(Krauss 1848),suspension,attached,immobile,infaunal,0,0,65.4522726878143,18.24122648
111730,Arcidae,Scapharca,rufescens,(Reeve 1844),suspension,attached,immobile,infaunal,0,0,52.1703939030558,13.52833334
100206,Arcidae,Scapharca,satowi,(Dunker 1882),suspension,attached,immobile,infaunal,10,10,74.5721127500086,28.945789391
100207,Arcidae,Scapharca,secticostata,(Reeve 1844),suspension,attached,immobile,infaunal,2,2,100.717426496113,19.73802633
112842,Arcidae,Scapharca,talmiensis,(Kalishevich 1976),suspension,attached,immobile,infaunal,1,1,67.0820393249937,24.342682106
100178,Arcidae,Scapharca,transversa,(Say 1822),suspension,attached,immobile,infaunal,0.5,0.5,33.824251654693,29.723857916
100210,Arcidae,Scapharca,troscheli,(Dunker 1882),suspension,attached,immobile,infaunal,0,0,45.8257569495584,28.945789391
100143,Arcidae,Sectiarca,concinna,(Sowerby 1833),suspension,unattached,mobile,infaunal,5,5,39.9124040869502,16.44182409
102674,Arcidae,Senilia,senilis,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,112.649900133112,12.64746575
100212,Arcidae,Tegillarca,addita,(Iredale 1939),suspension,unattached,mobile,infaunal,10,10,36.796603104091,9.52964392
113071,Arcidae,Tegillarca,aequilatera,(Dunker 1868),suspension,unattached,mobile,infaunal,0,0,73.5662966309981,10.1888309
100161,Arcidae,Tegillarca,bicors,(Jonas in Philippi 1845),suspension,unattached,mobile,infaunal,NA,5,37.4966665185054,4.60564348
112627,Arcidae,Tegillarca,disessa,(Iredale 1939),suspension,unattached,mobile,infaunal,15,15,18.3711730708738,6.01557706
100213,Arcidae,Tegillarca,granosa,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,65.8179306876173,31.49719418
100214,Arcidae,Tegillarca,nodifera,(Martens 1860),suspension,unattached,mobile,infaunal,0,0,49.7795138586146,26.980133422
100174,Arcidae,Tegillarca,rhombea,(Born 1778),suspension,unattached,mobile,infaunal,0,0,24.7568172429333,8.3467503
112425,Arcidae,Tegillarca,zanzibarensis,(Nyst 1848),suspension,unattached,mobile,infaunal,0,0,46.3130651112621,10.15973171
100240,Arcidae,Tetrarca,acuminata,(Krauss 1848),suspension,attached,immobile,epifaunal,0,0,27.5680975041804,9.76640906
100242,Arcidae,Tetrarca,boucardi,(Jousseaume 1894),suspension,attached,immobile,epifaunal,0,0,52.9905651979671,35.130334242
100244,Arcidae,Tetrarca,fernandezensis,(Hertlein & Strong 1943),suspension,attached,immobile,epifaunal,0,0,30.9838667696593,5.9077063
112457,Arcidae,Tetrarca,ocellata,(Reeve 1844),suspension,attached,immobile,epifaunal,13,13,23.3276659784043,17.21471834
100253,Arcidae,Tetrarca,tetragona,(Poli 1795),suspension,attached,immobile,epifaunal,0,0,40.5758548893304,30.547952356
100216,Arcidae,Tosarca,vellicata,(Reeve 1844),suspension,unattached,mobile,infaunal,10,10,61.6400843607469,22.58220356
103430,Arcidae,Trisidos,kiyonoi,(Makiyama 1931),suspension,attached,immobile,infaunal,1,1,64.8074069840786,28.698333221
103431,Arcidae,Trisidos,semitorta,(Lamarck 1819),suspension,attached,immobile,infaunal,24,24,75.5777745107647,16.32833353
112964,Arcidae,Trisidos,torta,(Mörch 1850),suspension,attached,immobile,infaunal,1,1,85.4166260162505,9.42010928
103432,Arcidae,Trisidos,tortuosa,(Linnaeus 1758),suspension,attached,immobile,infaunal,10,10,74.899933244296,20.20474955
102404,Arcidae,Xenophorarca,irregularis,(Hayami & Kase 1993),suspension,attached,immobile,epifaunal,4,4,3.18198051533946,9.18630757
104091,Arcidae,Xenophorarca,tenuis,(Hayami & Kase 1993),suspension,attached,immobile,epifaunal,4,4,1.48323969741913,9.18630757
100423,Arcidae,Xenophorarca,xenophoricola,(Kuroda 1929),suspension,attached,immobile,epifaunal,50,50,13.1787708076285,29.415000441
100269,Arcticidae,Arctica,islandica,(Linnaeus 1767),non_suspension,unattached,mobile,infaunal,0,0,115.801554393713,29.294941989
112770,Astartidae,Astarte,alaskensis,Dall 1903,suspension,unattached,mobile,infaunal,20,20,44.5477272147525,28.457093398
105350,Astartidae,Astarte,arctica,(Gray 1824),suspension,unattached,mobile,infaunal,6,6,50.9607692249636,21.44703032
112771,Astartidae,Astarte,belti,Høpner Petersen 2001,suspension,unattached,mobile,infaunal,10,10,33.0983383268707,18.457541726
105323,Astartidae,Astarte,borealis,(Schumacher 1817),suspension,unattached,mobile,infaunal,0,0,48.6312656631513,28.97249998
105338,Astartidae,Astarte,compacta,Carpenter 1864,suspension,unattached,mobile,infaunal,10,10,28.4604989415154,18.973539825
112113,Astartidae,Astarte,concha,Huber 2010,suspension,unattached,mobile,infaunal,11,11,7.99749960925288,19.73802633
105339,Astartidae,Astarte,crebricostata,M'Andrew & Forbes 1847,suspension,unattached,mobile,infaunal,NA,5,32.0780298646909,18.541410062
105379,Astartidae,Astarte,crenata,(Gray 1824),suspension,unattached,mobile,infaunal,9,9,31.859064644148,29.47749977
105352,Astartidae,Astarte,elliptica,(Brown 1827),suspension,unattached,mobile,infaunal,2,2,34.4572198530294,22.25857149
105392,Astartidae,Astarte,esquimalti,(Baird 1863),suspension,unattached,mobile,infaunal,50,50,21.1778185845474,19.212926628
112772,Astartidae,Astarte,falsteri,Høpner Petersen 2001,suspension,unattached,mobile,infaunal,20,20,20.9594847264908,17.145580856
105355,Astartidae,Astarte,hakodatensis,Yokoyama 1920,suspension,unattached,mobile,infaunal,23,23,12,29.954939412
105332,Astartidae,Astarte,ioani,(Filatova 1957),suspension,unattached,mobile,infaunal,126,126,31.4006369362152,14.003647169
105342,Astartidae,Astarte,longirostra,d'Orbigny 1846,suspension,unattached,mobile,infaunal,8,8,10,14.54907408
105381,Astartidae,Astarte,lunulata,Barnard 1964,suspension,unattached,mobile,infaunal,227,227,4,7.50439632
105310,Astartidae,Astarte,montagui,(Dillwyn 1817),suspension,unattached,mobile,infaunal,5,5,17.8885438199983,28.54068439
112773,Astartidae,Astarte,portlandica,Mighels 1843,suspension,unattached,mobile,infaunal,18,18,10.7833204533669,15.80705334
105915,Astartidae,Astarte,quadrans,Gould 1841,suspension,unattached,mobile,infaunal,18,18,13.9642400437689,23.948089109
112774,Astartidae,Astarte,sericea,Posselt 1895,suspension,unattached,mobile,infaunal,NA,5,24.8547782126496,9.524057157
105385,Astartidae,Astarte,smithii,Dall 1886,suspension,unattached,mobile,infaunal,99,99,6.48074069840786,10.4142425
105312,Astartidae,Astarte,striata,(Leach in Ross 1819),suspension,unattached,mobile,infaunal,10,10,40.8044115262063,25.78065205
112081,Astartidae,Astarte,subaequilatera,"Sowerby II, 1854",suspension,unattached,mobile,infaunal,7,7,32.3573793747269,31.950953759
105346,Astartidae,Astarte,sulcata,(da Costa 1778),suspension,unattached,mobile,infaunal,5.5,5.5,27.1661554144122,30.831560256
105347,Astartidae,Astarte,undata,Gould 1841,suspension,unattached,mobile,infaunal,1,1,35.1965907439911,29.945216325
112775,Astartidae,Astarte,vaigati,Høpner Petersen 2001,suspension,unattached,mobile,infaunal,NA,5,26.6082693913001,12.905033551
105391,Astartidae,Astarte,vernicosa,Dall 1903,suspension,unattached,mobile,infaunal,20,20,19.4935886896179,30.297530498
112066,Astartidae,Astarte,warhami,Hancock 1846,suspension,unattached,mobile,infaunal,0,0,24.5356882927706,11.544285736
110633,Astartidae,Bathycorbis,despecta,(Hedley 1904),suspension,unattached,mobile,infaunal,146,146,3.24037034920393,8.74879514
111971,Astartidae,Bathycorbis,percostata,(Hedley 1904),suspension,unattached,mobile,infaunal,183,183,4.47213595499958,4.97381574
105314,Astartidae,Digitaria,digitaria,(Linnaeus 1758),suspension,unattached,mobile,infaunal,9,9,8.43208159353312,23.801666656
105308,Astartidae,Gonilia,calliglypta,(Dall 1903),suspension,unattached,mobile,infaunal,9,9,7,22.861666644
105320,Astartidae,Goodallia,gofasi,Giribet & Penas 1999,suspension,unattached,mobile,infaunal,132,132,1.5,5.07333342
105318,Astartidae,Goodallia,macandrewi,(E.A. Smith 1881),suspension,unattached,mobile,infaunal,128,128,2.0146960068457,7.02344426
105319,Astartidae,Goodallia,micalii,Giribet & Penas 1999,suspension,unattached,mobile,infaunal,10,10,1.3,22.861666644
105316,Astartidae,Goodallia,pusilla,(Forbes 1844),suspension,unattached,mobile,infaunal,3,3,2,22.861666644
105315,Astartidae,Goodallia,triangularis,(Montagu 1803),suspension,unattached,mobile,infaunal,5,5,3.89871773792359,30.547952356
105321,Astartidae,Isocrassina,castanea,(Say 1822),suspension,unattached,mobile,infaunal,1,1,28.8859827598093,27.58086234
105341,Astartidae,Laevastarte,fusca,(Poli 1791),suspension,unattached,mobile,infaunal,30,30,23.5457002444183,22.861666644
100046,Cardiidae,Acanthocardia,aculeata,(Linneaus 1758),suspension,unattached,mobile,infaunal,0,0,104.213722704834,28.242961288
112878,Cardiidae,Acanthocardia,deshayesii,(Payraudeau 1826),suspension,unattached,mobile,infaunal,20,20,50,22.861666644
100047,Cardiidae,Acanthocardia,echinata,(Linnaeus 1758),suspension,unattached,mobile,infaunal,1,1,74.4580418759451,30.547952356
100049,Cardiidae,Acanthocardia,paucicostata,(Sowerby II 1834),suspension,unattached,mobile,infaunal,1,1,48.7339717240448,28.242961288
100050,Cardiidae,Acanthocardia,spinosa,(Lightfoot 1786),suspension,unattached,mobile,infaunal,7,7,98.488578017961,22.861666644
100051,Cardiidae,Acanthocardia,tuberculata,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,93.4879671401619,26.516515127
100053,Cardiidae,Acrosterigma,amirante,Vidal 1999,suspension,unattached,mobile,infaunal,71,71,22.1643858475709,7.29783293
100054,Cardiidae,Acrosterigma,attenuatum,"(Sowerby II, 1841)",suspension,unattached,mobile,infaunal,10,10,69.8521295308883,20.47833343
100055,Cardiidae,Acrosterigma,biradiatum,(Bruguiere 1789),suspension,unattached,mobile,infaunal,3,3,50.6691227474879,32.627575601
100056,Cardiidae,Acrosterigma,burchardi,(Dunker 1877),suspension,unattached,mobile,infaunal,0,0,86.3377090268209,22.043882304
105373,Cardiidae,Acrosterigma,capricorne,Vidal & Kirkendale 2007,suspension,unattached,mobile,infaunal,80,80,52.5885919187803,6.01626517
100057,Cardiidae,Acrosterigma,cygnorum,(Deshayes 1855),suspension,unattached,mobile,infaunal,2,2,54.7334449856758,17.747941233
100058,Cardiidae,Acrosterigma,dianthinum,(Mellvill & Standen 1899),suspension,unattached,mobile,infaunal,2,2,15.7886034847924,13.92500019
100059,Cardiidae,Acrosterigma,discus,Vidal 1998,suspension,unattached,mobile,infaunal,8,8,29.698484809835,9.04142891
112890,Cardiidae,Acrosterigma,extremattenuatum,ter Poorten & Kirkendale in ter Poorten et al. 2017,suspension,unattached,mobile,infaunal,2,2,46.3195423120739,10.69703316
100060,Cardiidae,Acrosterigma,hobbsae,Vidal 1999,suspension,unattached,mobile,infaunal,2,2,48.509792825779,11.0952717
100061,Cardiidae,Acrosterigma,impolitum,"(Sowerby II, 1834)",suspension,unattached,mobile,infaunal,0,0,49.9971999215956,23.31780305
100062,Cardiidae,Acrosterigma,kerslakae,Healy & Lamprell 1992,suspension,unattached,mobile,infaunal,3.5,3.5,36.9702583166523,12.36833337
100063,Cardiidae,Acrosterigma,maculosum,(Wood 1815),suspension,unattached,mobile,infaunal,5,5,50.1348182404205,34.40643638
100064,Cardiidae,Acrosterigma,magnum,(Linnaeus 1758),suspension,unattached,mobile,infaunal,3,3,93.6783326068521,17.72206152
100065,Cardiidae,Acrosterigma,marielae,Wilson & Stevenson 1977,suspension,unattached,mobile,infaunal,43,43,21.4941852602047,11.41478252
100066,Cardiidae,Acrosterigma,mauritianum,(Deshayes 1855),suspension,unattached,mobile,infaunal,35,35,36.2532757140648,6.94117955
100068,Cardiidae,Acrosterigma,oxygonum,"(Sowerby II, 1834))",suspension,unattached,mobile,infaunal,3,3,39.7944719779017,8.42583556
100069,Cardiidae,Acrosterigma,pristipleura,(Dall 1901),suspension,unattached,mobile,infaunal,0,0,103.617903858358,12.409825
100070,Cardiidae,Acrosterigma,profundum,Vidal 1999,suspension,unattached,mobile,infaunal,80,80,36.6135220922544,12.11485522
100072,Cardiidae,Acrosterigma,punctolineatum,Healy & Lamprell 1992,suspension,unattached,mobile,infaunal,7,7,43.7681390968362,14.22000015
100074,Cardiidae,Acrosterigma,selene,Vidal 1999,suspension,unattached,mobile,infaunal,40,40,38.6264158316559,6.77428956
101245,Cardiidae,Acrosterigma,seurati,Vidal 1999,suspension,unattached,mobile,infaunal,NA,NA,40.6502152515826,3.25878786
100076,Cardiidae,Acrosterigma,simplex,(Spengler 1799),suspension,unattached,mobile,infaunal,0,0,51.8459255872629,18.83936288
100077,Cardiidae,Acrosterigma,sorenseni,(Powell 1958),suspension,unattached,mobile,infaunal,15,15,43.5907100194525,5.88143935
111667,Cardiidae,Acrosterigma,suluanum,Vidal 1999,suspension,unattached,mobile,infaunal,113,113,38.501948002666,25.976444044
100079,Cardiidae,Acrosterigma,transcendens,(Mellvill & Standen 1899),suspension,unattached,mobile,infaunal,9,9,31.2537997689881,22.138122876
111771,Cardiidae,Acrosterigma,triangulare,Raines & Huber 2012,suspension,unattached,mobile,infaunal,30,30,28.7749891398763,5.24500001
100080,Cardiidae,Acrosterigma,variegatum,"(Sowerby II, 1840)",suspension,unattached,mobile,infaunal,0,0,56.3382640840131,12.11485522
101186,Cardiidae,Afrocardium,exochum,(Melvill in Melvill & Standen 1907),suspension,attached,immobile,epifaunal,10,10,11.7792189893897,31.785575617
101187,Cardiidae,Afrocardium,richardi,(Audouin 1826),suspension,attached,immobile,epifaunal,2,2,16.431676725155,32.627575601
101188,Cardiidae,Afrocardium,shepstonense,(Tomlin 1931),suspension,attached,immobile,epifaunal,2,2,12.4899959967968,13.24969375
100811,Cardiidae,Americardia,biangulata,(Broderip & Sowerby I 1829),suspension,unattached,mobile,infaunal,0,0,48,19.00784482
111790,Cardiidae,Americardia,columbella,Lee & Huber 2012,suspension,unattached,mobile,infaunal,20,20,43.0772561800308,18.68876133
100813,Cardiidae,Americardia,guppyi,(Thiele 1910),suspension,unattached,mobile,infaunal,1,1,18.5,10.9556062
111789,Cardiidae,Americardia,lightbourni,Lee & Huber 2012,suspension,unattached,mobile,infaunal,10,10,32.2468603122847,16.20817262
112768,Cardiidae,Americardia,lindamaesae,ter Poorten & Swinnen 2019,suspension,unattached,mobile,infaunal,0,0,32.1714158842908,3.6200002
100814,Cardiidae,Americardia,media,(Linnaeus 1758),suspension,unattached,mobile,infaunal,1,1,58.1700954099269,12.32206152
100812,Cardiidae,Americardia,planicostata,(Sowerby in Broderip & Sowerby 1833),suspension,unattached,mobile,infaunal,0,0,49.6386945839634,13.51896804
100815,Cardiidae,Americardia,speciosa,(Adams & Reeve 1850),suspension,unattached,mobile,infaunal,6,6,34.8697576705087,3.6200002
103427,Cardiidae,Apiocardia,obovalis,(Sowerby in Broderip & Sowerby 1833),suspension,unattached,mobile,epifaunal,0,0,18.7082869338697,13.48108642
100586,Cardiidae,Bucardium,ringens,(Bruguiere 1814),suspension,unattached,mobile,infaunal,5,5,48.7442304278158,12.43967933
100587,Cardiidae,Cardium,costatum,Linnaeus 1758,suspension,unattached,mobile,infaunal,0,0,100.707497238289,11.5963716
104100,Cardiidae,Cardium,maxicostatum,ter Poorten 2007,suspension,unattached,mobile,infaunal,0,0,137.896265359146,12.40454379
100598,Cardiidae,Cerastoderma,edule,(Linnaeus 1767),suspension,unattached,mobile,infaunal,0,0,52.4552189967786,27.821874096
100599,Cardiidae,Cerastoderma,glaucum,(Bruguiere 1789),suspension,unattached,mobile,infaunal,0,0,57.9581745744291,29.670030276
103421,Cardiidae,Chametrachea,crocea,(Lamarck 1819),non_suspension,attached,immobile,epifaunal,0,0,215.816125440153,23.662346895
112889,Cardiidae,Chametrachea,elongatissima,Bianconi 1856,non_suspension,attached,immobile,epifaunal,5,5,257.507281450448,9.25504905
103422,Cardiidae,Chametrachea,maxima,(Roeding 1798),non_suspension,attached,immobile,epifaunal,0,0,366.742416417845,32.627575601
